Company,Title,States,Date Issued,Recall Reason,Recall Status,Recall Classification
,MIH Marketing and Sales Recalls Meat and Poultry Products Due To Insanitary Conditions,,,Insanitary Conditions,Closed Recall,Class I
,MIH Marketing And  Sales Retira Del Mercado Productos De Carne Y Aves Debido A Condiciones Insalubres,,,Insanitary Conditions,Closed Recall,Class I
"Montshire Packing, LLC","PT Farm, LLC Recalls Lamb Products Due To Possible E. Coli Contamination",Massachusetts,,Product Contamination,Closed Recall,Class I
"Montshire Packing, LLC","PT Farm, LLC Retira Del Mercado Productos De Cordero Debido A Una Posible Contaminacion Con E. Coli",Massachusetts,,Product Contamination,Closed Recall,Class I
,"Paradise Valley Market, Inc. (Carnival Supermarket) Recalls Ground Beef Productsdue To Possible E. Coli O157:H7 Adulteration",,,Product Contamination,Closed Recall,Class I
,"Paradise Valley Market, Inc. (Carnival Supermarket) Retira Del Mercado Productos De Carne Molida Debido A Posible Contaminacin Con E. Coli O157:H7",,,Product Contamination,Closed Recall,Class I
Glass Onion Catering,Atherstone Foods Recalls Poultry Products Due to Misbranding and Undeclared Allergens,California,,"Misbranding, Unreported Allergens",Closed Recall,Class II
Glass Onion Catering,Atherstone Foods Retira Del Mercado Productos De Pollo Debido A Un Error De Rotulacin Y A Alrgenos No Declarados,California,,"Misbranding, Unreported Allergens",Closed Recall,Class II
,Savory Foods Recalls Pork Rinds Due To Misbranding and Undeclared Allergen,Pennsylvania,,"Misbranding, Unreported Allergens",Closed Recall,Class II
,Bunge&#039;s Meats Recalls Pork Products Formulated With Water That Did Not Meet EPA Drinking Water Standards,Pennsylvania,,Unfit for Human Consumption,Closed Recall,Class I
,Bunge&amp;rsquo;s Meats Retira Productos de Cerdo Formulados Con Agua Que No Cumple Con Los Estndares de Calidad Del Agua Potable de la EPA,Pennsylvania,,Unfit for Human Consumption,Closed Recall,Class I
Tucson Tamale Wholesale Company LLC,"Tucson Tamale Wholesale Company, LLC Recalls Beef Tamale Products Containing Meat Produced Without Benefit of Federal Inspection",,,Produced Without Benefit of Inspection,Closed Recall,Class I
Tucson Tamale Wholesale Company LLC,"Tucson Tamale Wholesale Company, LLC Retira Productos De Tamales De Res Que Contienen Carne Producida Sin El Beneficio De Una Inspeccin Federal",,,Produced Without Benefit of Inspection,Closed Recall,Class I
,"Gallo Meats LLC. Recalls Sausage, Beef and Lamb Products Produced Without Benefit of Inspection",,,Produced Without Benefit of Inspection,Closed Recall,Class I
,"Gallo Meats LLC. Retira Productos de Salchicha, Carne de Res y Cordero Producidos Sin el Beneficio de una Inspeccin Federal",,,Produced Without Benefit of Inspection,Closed Recall,Class I
Speedy Foods LLC,Speedy Foods Recalls Chicken Spring Rolls Due To Misbranding And Undeclared Allergens,"Colorado, Oklahoma",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Speedy Foods LLC,Speedy Foods Retira Del Mercado Productos De Rollitos De Primavera De Pollo (&amp;ldquo;Spring Rolls&amp;rdquo;) Debido A Un Error De Rotulacin Y A Alrgenos No Declarados,"Colorado, Oklahoma",,"Misbranding, Unreported Allergens",Closed Recall,Class I
,502 Boundary Blvd. Recalls Black Forest Ham Products Due To Possible Foreign Matter Contamination,"Alaska, Utah, Washington",,Product Contamination,Closed Recall,Class II
,502 Boundary Blvd. Retira Productos De Jamn &amp;quot;Black Forest&amp;quot; Debido A Una Posible Contaminacin Con Material Extrao,"Alaska, Utah, Washington",,Product Contamination,Closed Recall,Class II
,RFG Canada Inc. Recalls Meat and Poultry Pizza Products Distributed Without Benefit of Import Inspection,"Maryland, New York, Pennsylvania",,Import Violation,Closed Recall,Class I
,RFG Canada Inc. Retira Productos De Pizza De Carne Y Pollo Distribuidos Sin El Beneficio De Inspeccion De Importacin,"Maryland, New York, Pennsylvania",,Import Violation,Closed Recall,Class I
Adams Farm Slaughterhouse LLC,"Adams Farm Slaughterhouse Recalls Beef, Veal, And Bison Products Due To Possible E. Coli O157:H7 Adulteration","Connecticut, Massachusetts, New York",,Product Contamination,Closed Recall,Class I
Adams Farm Slaughterhouse LLC,"Adams Farm Slaughterhouse Retira Productos De Res, Ternera, Y Bisonte Debido A Posible Contaminacin Con E. Coli O157:H7","Connecticut, Massachusetts, New York",,Product Contamination,Closed Recall,Class I
,Kiwi Care Package Company Recalls Wattie&#039;s Canned Spaghetti With Sausage Products Distributed Without Benefit Of Import Inspection,,,Import Violation,Closed Recall,Class I
,Kiwi Care Package Company Retira Productos De Espagueti Con Salchicha En Lata De Wattie&amp;rsquo;s Distribuidos Sin El Beneficio De Inspeccin De Importacin,,,Import Violation,Closed Recall,Class I
"Caviness Beef Packers, Ltd.",Caviness Beef Packers Recalls Beef Products Due to Possible E. Coli O103 Contamination,Texas,,Product Contamination,Closed Recall,Class I
"Caviness Beef Packers, Ltd.",Caviness Beef Packers Retira Products De Carne De Res Por Posible Contaminacin Con E. Coli O103,Texas,,Product Contamination,Closed Recall,Class I
"Tyson Foods, Inc.",Tyson Foods Inc. Recalls Chicken Nugget Products Due To Possible Foreign Matter Contamination,Pennsylvania,,Product Contamination,Closed Recall,Class I
"Tyson Foods, Inc.",Tyson Foods Inc. Retira Productos Apanados De Pollo (&amp;quot;Nuggets&amp;quot;) Debido A Posible Contaminacin Con Material Extrao,Pennsylvania,,Product Contamination,Closed Recall,Class I
"B &amp; M Philly Steaks, Inc.","Silver Springs Farms, Inc. Recalls Beef Products Due to Possible E. Coli O157:H7 Contamination",Virginia,,Product Contamination,Closed Recall,Class I
"B &amp; M Philly Steaks, Inc.","Silver Springs Farms, Inc. Retira Productos De Carne De Res Debido A Posible Contaminacin Con E. Coli O157:H7",Virginia,,Product Contamination,Closed Recall,Class I
"Daily&#039;s Premium Meats, LLC","Daily&#039;s Premium Meats, LLC Recalls Bacon Products Due to Possible Listeria Adulteration","Idaho, Utah",,Product Contamination,Closed Recall,Class I
"Daily&#039;s Premium Meats, LLC","Daily&amp;rsquo;s Premium Meats, LLC Retira Productos De Tocineta Debido A Una Posible Adulteracin Con Listeria","Idaho, Utah",,Product Contamination,Closed Recall,Class I
,"Silver Springs Farms, Inc. Recalls Beef Products Due To Possible E. Coli O157:H7 Adulteration",,,Product Contamination,Closed Recall,Class I
,"Silver Springs Farms, Inc. Retira Productos De Carne De Res Debido A Posible Contaminacin Con E. Coli O157:H7",,,Product Contamination,Closed Recall,Class I
,Kraft Heinz Recalls Ready-To-Eat Lunchables Ham and American Cracker Stackers Product Due to Misbranding and Undeclared Allergens,"California, Utah",,"Misbranding, Unreported Allergens",Closed Recall,Class I
,Kraft Heinz Retira Productos De &amp;quot;Lunchables Ham And American Cracker Stackers&amp;quot; Listos Para Comer Por Error De Rotulacin Y Alrgenos No Declarados,"California, Utah",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Chicharrones J&amp;J,Chicharrones J&amp;J Recalls Rendered Animal Fat (Pork Lard) Products Due To Misbranding and an Undeclared Allergen,California,,"Misbranding, Unreported Allergens",Closed Recall,Class I
Chicharrones J&amp;J,Chicharrones J&amp;J Retira Productos De Manteca De Cerdo (Rendered Animal Fat) Por Error De Rotulacin Y Alrgenos No Declardos,California,,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Tyson Foods, Inc.",Tyson Foods Recalls Frozen Popcorn Chicken Products Due To Possible Foreign Matter Contamination,"Illinois, Missouri",,Product Contamination,Closed Recall,Class I
"Tyson Foods, Inc.",Tyson Foods Retira del Mercado Productos de Palomitas de Pollo (&amp;ldquo;Popcorn Chicken&amp;rdquo;) Congeladas Debido a una Posible Contaminacin Con Material Extrao,"Illinois, Missouri",,Product Contamination,Closed Recall,Class I
National Meat and Provisions,National Meat and Provisions Recalls Beef and Veal Products Due To Possible E. Coli O26 Contamination,Louisiana,,Product Contamination,Closed Recall,Class I
National Meat and Provisions,National Meat and Provisions Retira del Mercado Productos de Carne de Res y Ternera Debido a una Posible Contaminacin Con E. Coli O26,Louisiana,,Product Contamination,Closed Recall,Class I
"Michigan Turkey Producers Co-op, Inc.",Michigan Turkey Producers Recalls Turkey Products Due To Possible Foreign Matter Contamination,"Florida, Puerto Rico",,Product Contamination,Closed Recall,Class I
"Michigan Turkey Producers Co-op, Inc.",Michigan Turkey Producers Retira del Mercado Productos de Pavo Debido a una Posible Contaminacin Con Material Extrao,"Florida, Puerto Rico",,Product Contamination,Closed Recall,Class I
Brookwood Farms,"Brookwood Farms, Inc. Recalls Pulled Pork Products Due To Misbranding And An Undeclared Allergen",,,"Misbranding, Unreported Allergens",Closed Recall,Class II
Brookwood Farms,"Brookwood Farms, Inc. Retira Del Mercado Productos De Carne De Cerdo Desmenuzada (&amp;ldquo;Pulled Pork&amp;rdquo;) Debido A Un Error De Rotulacin Y A Un Alrgeno No Declarado",,,"Misbranding, Unreported Allergens",Closed Recall,Class II
St. Clair Foods Inc.,"St. Clair Foods, Inc. Recalls Poultry Products Due To Misbranding And An Undeclared Allergen","Alabama, Arkansas, Kentucky, Mississippi, Tennessee, Texas",,"Misbranding, Unreported Allergens",Closed Recall,Class I
St. Clair Foods Inc.,"St. Clair Foods, Inc. Retira Del Mercado Productos De Pollo Debido A Un Error De Rotulacin Y A Un Alrgeno No Declarado","Alabama, Arkansas, Kentucky, Mississippi, Tennessee, Texas",,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Crider, Inc.",Crider Inc. Recalls Canned Organic Roasted Chicken Breast Due to Possible Foreign Matter Contamination,,,Product Contamination,Closed Recall,Class I
"Crider, Inc.",Crider Inc. Retira Productos Enlatados De Pechuga Asada De Pollo Orgnico Debido A Una Posible Contaminacin Con Material Extrao,,,Product Contamination,Closed Recall,Class I
Gaiser&#039;s European Style Provisions Inc.,"Gaiser&#039;s European Style Provision Inc. Recalls Chicken and Pork Bologna Products Due to Misbranding, Undeclared Allergens, and Being Formulated with Uninspected Meat and Poultry Products","California, Minnesota, New Jersey, New York, Washington",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Gaiser&#039;s European Style Provisions Inc.,"Gaiser&amp;rsquo;s European Style Provision Inc. Retira Productos De Mortadela De Pollo Y Cerdo Debido A Un Error De Rotulacin, Alrgenos No Declarados Y Por Haber Sido Formulados Con Productos De Carne Y Pollo Sin El Beneficio De Una Inspeccin Federal","California, Minnesota, New Jersey, New York, Washington",,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Klement&#039;s Sausage Company, Inc.","Klement&#039;s Sausage Company, Inc. Recalls Beef and Sausage Products Due To Possible Foreign Matter Contamination","Iowa, Michigan, Wisconsin",,Product Contamination,Closed Recall,Class I
"Klement&#039;s Sausage Company, Inc.","Klement&amp;rsquo;s Sausage Company, Inc. Retira Productos De Carne Y Salchicha Debido A Posible Contaminacin Con Material Extrao","Iowa, Michigan, Wisconsin",,Product Contamination,Closed Recall,Class I
"OSI Industries, LLC","OSI Industries, LLC Recalls Chicken Products Due To Possible Foreign Matter Contamination","Kansas, Kentucky, Minnesota, North Carolina, Ohio, Wisconsin",,Product Contamination,Closed Recall,Class II
,"Flavor Trade, LLC. Recalls Beef Products Produced Without Benefit of Inspection",Missouri,,Produced Without Benefit of Inspection,Closed Recall,Class I
,"Flavor Trade, LLC Retira Productos De Carne Producidos Sin El Beneficio De Inspeccin",Missouri,,Produced Without Benefit of Inspection,Closed Recall,Class I
"Water Lilies Food, LLC",Water Lilies Food Inc. Recalls Egg Roll Product Due To Misbranding and Undeclared Allergens,,,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Water Lilies Food, LLC",Water Lilies Food Inc. Retira Productos De Rollitos De Huevo Debido A Un Error De Rotulacin Y Alergenos No Declarados,,,"Misbranding, Unreported Allergens",Closed Recall,Class I
,"Flavor Trade, LLC. Recalls Beef Products Produced Without Benefit of Inspection","Kansas, Missouri",,Produced Without Benefit of Inspection,Closed Recall,Class I
,"Flavor Trade, LLC Retira Productos De Carne Producidos Sin El Beneficio De Inspeccin","Kansas, Missouri",,Produced Without Benefit of Inspection,Closed Recall,Class I
,Piccadilly Fine Foods Recalls Beef Shepherd&amp;rsquo;s Pie Due To Misbranding and Undeclared Allergens,California,,"Misbranding, Unreported Allergens",Closed Recall,Class II
"Schnuck Markets, Inc. SLNP",Schnuck Markets Inc. Recalls Ready-To-Eat Chicken Breast Products That May Be Undercooked,"Illinois, Indiana, Missouri",,Processing Defect,Closed Recall,Class I
"Schnuck Markets, Inc. SLNP",Schnuck Markets Inc. Retira Products De Pechuga De Pollo Listos Para Comer Los Cuales Podrian Estar Medio Crudos,"Illinois, Indiana, Missouri",,Processing Defect,Closed Recall,Class I
"Morty Pride Meats, Inc.","Morty Pride Meats, Inc. Recalls Pork Barbeque Products Due To Misbranding and Undeclared Allergens","North Carolina, South Carolina",,"Misbranding, Unreported Allergens",Closed Recall,Class II
"La Quercia, LLC",La Quercia Recalls Dried Pork Products Due To Insufficient Dehydration,"California, Colorado, Illinois, Indiana, Iowa, Massachusetts, New York, Oregon, Texas, Virginia",,Processing Defect,Closed Recall,Class I
"La Quercia, LLC",La Quercia Retira Productos De Cerdo Seco Por No Estar Suficientemente Deshidratados,"California, Colorado, Illinois, Indiana, Iowa, Massachusetts, New York, Oregon, Texas, Virginia",,Processing Defect,Closed Recall,Class I
,Wayne Farms LLC. Recalls Ready-To-Eat Chicken Breast Products That May  Be Undercooked,"Florida, Iowa, Minnesota, Missouri, North Dakota",,Processing Defect,Closed Recall,Class I
,"Wayne Farms, LLC Retira Productos De Pechuga De Pollo Listos Para Comer Los Cuales Podran Estar Medios Crudos","Florida, Iowa, Minnesota, Missouri, North Dakota",,Processing Defect,Closed Recall,Class I
,H.J. Heinz Co. Recalls Products Incorrectly Labeled As Pork Gravy Due To Misbranding and Undeclared Allergens,,,,Closed Recall,Class I
,"H.J. Heinz Co., Inc Retira Productos Etiquetados Incorrectamente Como Salsa De Cerdo  Por Error De Rotulacion Y Alergenos No Declarados",,,,Closed Recall,Class I
"Omni Custom Meats, Inc.","Omni Custom Meats, Inc Recalls Roasted Chicken Quarters Due To Misbranding and Undeclared Allergens","Georgia, Missouri",,"Misbranding, Unreported Allergens",Closed Recall,Class II
"Hearty Acquisitions, LLC","Hale and Hearty Soups, LLC Recalls Ready-To-Eat Chicken Chili Soup Due To Possible Listeria Contamination","Maryland, Massachusetts, New Jersey, New York, Vermont",,Product Contamination,Closed Recall,Class I
"Hearty Acquisitions, LLC","Hale And Hearty Soups, LLC Retira Sopa De Pollo Al Estilo Chile Lista Para Comer Debido A Una Posible Contaminacin Con Listeria","Maryland, Massachusetts, New Jersey, New York, Vermont",,Product Contamination,Closed Recall,Class I
,Nick&#039;s of Calvert Recalls Meatball Products Due To Misbranding and Undeclared Allergens,Maryland,,"Misbranding, Unreported Allergens",Closed Recall,Class I
,Nick&amp;rsquo;s Of Calvert Retira Productos De Albndigas Debido A Error De Rotulacin Y Alergenos No Declarados,Maryland,,"Misbranding, Unreported Allergens",Closed Recall,Class I
"National Steak Processors, LLC.",National Steak and Poultry Recalls Food Service Ready-To-Eat Chicken That May Be Undercooked,,,Processing Defect,Closed Recall,Class I
"National Steak Processors, LLC.",National Steak And Poultry Retira Productos De Pollo De Servicio De Alimentos Listos Para Comer Los Cuales Podran Estar Medios Crudos,,,Processing Defect,Closed Recall,Class I
"National Steak Processors, LLC.",National Steak and Poultry Recalls Ready-To-Eat Chicken That May Be Undercooked,,,Processing Defect,Closed Recall,Class I
"National Steak Processors, LLC.",National Steak and Poultry Retira Productos de Pollo Listos Para Comer Los Cuales Podran Estar Medios Crudos,,,Processing Defect,Closed Recall,Class I
